fnlwgt,avg
213813,40.0000000000000000
114011,20.0000000000000000
32423,40.0000000000000000
125499,60.0000000000000000
238969,10.0000000000000000
231604,45.0000000000000000
223464,40.0000000000000000
103407,40.0000000000000000
69621,60.0000000000000000
111797,35.0000000000000000
331615,40.0000000000000000
292465,45.0000000000000000
107843,50.0000000000000000
198873,30.0000000000000000
193042,54.6666666666666667
33795,45.0000000000000000
102945,44.0000000000000000
109275,40.0000000000000000
91547,40.0000000000000000
171114,40.2500000000000000
122390,44.0000000000000000
95168,40.0000000000000000
375049,41.0000000000000000
331556,40.0000000000000000
74275,42.5000000000000000
118447,60.0000000000000000
199307,48.0000000000000000
112139,40.0000000000000000
124973,50.0000000000000000
119199,41.7500000000000000
166971,52.0000000000000000
548664,15.0000000000000000
207637,10.0000000000000000
225339,40.0000000000000000
193622,40.0000000000000000
184277,40.0000000000000000
101266,51.0000000000000000
103634,38.0000000000000000
49436,40.0000000000000000
536725,15.0000000000000000
195066,50.0000000000000000
114251,40.0000000000000000
320984,58.7500000000000000
224640,40.0000000000000000
275726,40.0000000000000000
73679,40.0000000000000000
183043,48.0000000000000000
321435,45.0000000000000000
141218,30.0000000000000000
162613,60.0000000000000000
300623,40.0000000000000000
310632,40.0000000000000000
102628,45.0000000000000000
176917,47.5000000000000000
163083,42.5000000000000000
201631,40.0000000000000000
125178,40.0000000000000000
113915,10.0000000000000000
199925,40.0000000000000000
303637,49.0000000000000000
124919,55.0000000000000000
171393,55.0000000000000000
115426,40.0000000000000000
108495,40.0000000000000000
313930,40.0000000000000000
91137,40.0000000000000000
208451,40.0000000000000000
94600,40.0000000000000000
48393,84.0000000000000000
334132,78.0000000000000000
263224,30.0000000000000000
175515,40.0000000000000000
401623,40.0000000000000000
117222,35.0000000000000000
474136,40.0000000000000000
111275,44.6666666666666667
172855,40.0000000000000000
318082,35.0000000000000000
205829,35.0000000000000000
226949,37.0000000000000000
179681,37.0000000000000000
135439,48.0000000000000000
240255,40.0000000000000000
237811,35.0000000000000000
206307,40.0000000000000000
84756,35.0000000000000000
123833,50.0000000000000000
232022,40.0000000000000000
375077,50.0000000000000000
84755,40.0000000000000000
270324,30.0000000000000000
161063,40.0000000000000000
110510,50.0000000000000000
114204,13.0000000000000000
182971,40.0000000000000000
44172,38.0000000000000000
169905,40.0000000000000000
182668,40.0000000000000000
66755,40.0000000000000000
41979,40.0000000000000000
291808,40.0000000000000000
204415,48.0000000000000000
212622,40.0000000000000000
452402,60.0000000000000000
144583,40.0000000000000000
86972,40.0000000000000000
246396,40.0000000000000000
117299,40.0000000000000000
173796,40.0000000000000000
109735,38.0000000000000000
65278,40.0000000000000000
120914,40.0000000000000000
54684,55.0000000000000000
201141,37.0000000000000000
172695,33.5000000000000000
96460,60.0000000000000000
224894,10.0000000000000000
103344,45.0000000000000000
174325,40.0000000000000000
230823,40.0000000000000000
269604,40.0000000000000000
143098,40.0000000000000000
159297,27.5000000000000000
530099,55.0000000000000000
65389,30.0000000000000000
74791,60.0000000000000000
27821,50.0000000000000000
168730,50.0000000000000000
309513,43.3333333333333333
178136,40.0000000000000000
211424,40.0000000000000000
171635,40.0000000000000000
394484,40.0000000000000000
188041,45.0000000000000000
143360,34.0000000000000000
104457,40.0000000000000000
341995,48.5000000000000000
190340,40.0000000000000000
228649,32.6666666666666667
322547,45.0000000000000000
48123,45.0000000000000000
209449,40.0000000000000000
102085,31.6666666666666667
161482,38.0000000000000000
209370,30.0000000000000000
194024,50.0000000000000000
27153,45.0000000000000000
146244,40.0000000000000000
165922,45.0000000000000000
265567,35.0000000000000000
237065,39.0000000000000000
359001,46.6666666666666667
211584,40.0000000000000000
205895,20.0000000000000000
185397,40.0000000000000000
209949,12.0000000000000000
344492,28.0000000000000000
93202,16.0000000000000000
117898,50.0000000000000000
159773,45.0000000000000000
70088,40.0000000000000000
301210,20.0000000000000000
1033222,40.0000000000000000
160981,52.0000000000000000
174090,20.0000000000000000
268147,50.0000000000000000
376929,40.0000000000000000
229180,40.0000000000000000
248445,46.6666666666666667
174463,50.0000000000000000
290521,40.0000000000000000
120572,26.0000000000000000
188569,28.3333333333333333
139049,22.0000000000000000
179594,44.0000000000000000
339482,45.0000000000000000
282394,21.0000000000000000
194501,47.0000000000000000
204172,44.0000000000000000
228230,47.0000000000000000
193575,40.0000000000000000
115705,50.0000000000000000
247750,41.6666666666666667
245724,50.0000000000000000
110188,40.0000000000000000
201490,30.0000000000000000
370045,40.0000000000000000
251396,55.0000000000000000
145419,41.7500000000000000
256909,45.0000000000000000
101432,45.0000000000000000
163890,40.0000000000000000
451059,40.0000000000000000
83434,21.0000000000000000
133963,42.1428571428571429
55849,42.5000000000000000
97176,34.0000000000000000
238944,40.0000000000000000
184710,30.0000000000000000
182494,40.0000000000000000
196857,30.0000000000000000
223131,60.0000000000000000
456399,40.0000000000000000
100479,48.0000000000000000
229062,40.0000000000000000
98281,43.0000000000000000
230885,45.0000000000000000
64167,40.0000000000000000
70767,40.0000000000000000
82649,45.0000000000000000
229533,40.0000000000000000
170861,36.0000000000000000
209970,40.0000000000000000
334593,40.0000000000000000
182809,40.0000000000000000
53304,50.0000000000000000
176900,99.0000000000000000
326587,40.0000000000000000
206947,52.3333333333333333
180195,45.0000000000000000
105138,45.0000000000000000
106566,50.0000000000000000
195690,45.0000000000000000
47353,40.0000000000000000
322144,40.0000000000000000
32016,51.0000000000000000
111445,38.0000000000000000
363219,13.0000000000000000
266645,60.0000000000000000
440706,40.0000000000000000
119793,45.5000000000000000
187636,40.0000000000000000
505980,40.0000000000000000
211553,35.0000000000000000
356555,48.0000000000000000
191277,50.0000000000000000
163557,30.0000000000000000
205884,40.0000000000000000
301614,47.0000000000000000
211435,40.0000000000000000
203488,44.5384615384615385
191364,40.0000000000000000
177629,20.0000000000000000
110890,70.0000000000000000
206659,40.0000000000000000
107108,40.0000000000000000
302122,40.0000000000000000
68273,40.0000000000000000
33309,80.0000000000000000
167687,50.0000000000000000
194189,40.0000000000000000
359766,40.0000000000000000
176410,27.0000000000000000
229516,72.0000000000000000
166857,40.0000000000000000
177457,40.0000000000000000
323309,40.0000000000000000
38238,40.0000000000000000
101771,25.0000000000000000
159048,40.0000000000000000
114055,40.0000000000000000
66194,60.0000000000000000
185407,45.1428571428571429
190143,40.0000000000000000
147889,40.0000000000000000
163725,40.0000000000000000
300812,27.5000000000000000
159549,43.3333333333333333
194591,40.0000000000000000
200017,20.0000000000000000
52144,35.0000000000000000
218903,40.0000000000000000
85109,42.5000000000000000
54608,42.6666666666666667
304353,36.0000000000000000
181291,50.0000000000000000
297884,43.3333333333333333
165097,40.0000000000000000
252231,40.0000000000000000
349116,34.5000000000000000
191001,40.0000000000000000
56424,20.0000000000000000
247162,40.0000000000000000
514033,80.0000000000000000
170174,48.6666666666666667
412248,25.0000000000000000
171231,40.0000000000000000
356015,37.5000000000000000
198270,41.5000000000000000
219835,35.0000000000000000
266529,41.6666666666666667
163090,20.0000000000000000
139703,37.6000000000000000
194561,24.5000000000000000
190469,40.0000000000000000
252565,55.0000000000000000
165637,40.0000000000000000
198692,52.5000000000000000
210364,80.0000000000000000
255711,60.0000000000000000
131982,35.0000000000000000
281784,52.0000000000000000
269722,55.0000000000000000
126511,45.0000000000000000
193416,40.0000000000000000
338620,56.0000000000000000
157117,40.0000000000000000
253420,25.0000000000000000
369549,30.0000000000000000
178470,40.0000000000000000
314153,45.0000000000000000
201901,12.5000000000000000
305352,40.0000000000000000
159796,12.0000000000000000
112351,38.0000000000000000
43272,20.0000000000000000
213477,19.0000000000000000
212207,11.0000000000000000
253770,40.0000000000000000
192010,60.0000000000000000
259865,30.0000000000000000
172714,40.0000000000000000
137613,18.5000000000000000
146181,40.0000000000000000
265628,40.0000000000000000
219233,30.0000000000000000
206232,50.0000000000000000
125591,40.0000000000000000
112959,40.0000000000000000
135617,40.0000000000000000
56648,47.0000000000000000
211763,24.0000000000000000
443040,40.0000000000000000
22042,39.0000000000000000
248754,40.0000000000000000
279721,40.0000000000000000
375574,60.0000000000000000
68505,37.0000000000000000
499935,40.0000000000000000
212143,20.0000000000000000
36885,50.0000000000000000
664821,40.0000000000000000
456460,40.0000000000000000
252668,70.0000000000000000
84324,50.0000000000000000
83922,40.0000000000000000
192251,45.0000000000000000
193260,33.7500000000000000
85154,24.0000000000000000
148626,40.0000000000000000
158680,50.0000000000000000
80057,40.0000000000000000
76460,40.0000000000000000
118149,40.0000000000000000
199268,20.0000000000000000
188729,45.0000000000000000
187730,40.0000000000000000
183557,32.5000000000000000
208875,40.0000000000000000
166880,70.0000000000000000
109445,25.0000000000000000
158662,50.0000000000000000
107231,46.4285714285714286
369468,40.0000000000000000
121788,30.0000000000000000
213431,40.0000000000000000
105381,40.0000000000000000
98656,40.0000000000000000
263568,50.0000000000000000
203525,40.0000000000000000
229465,51.6666666666666667
99219,15.0000000000000000
187069,45.0000000000000000
320305,36.0000000000000000
32172,50.0000000000000000
231472,40.0000000000000000
177711,40.0000000000000000
698418,25.0000000000000000
423217,50.0000000000000000
275361,35.0000000000000000
212954,50.0000000000000000
316606,40.0000000000000000
168807,45.0000000000000000
138179,40.0000000000000000
267325,40.0000000000000000
236570,16.0000000000000000
80410,40.0000000000000000
102388,45.0000000000000000
95855,46.6666666666666667
156608,25.0000000000000000
388112,77.0000000000000000
52037,40.0000000000000000
156616,40.0000000000000000
174043,45.0000000000000000
113546,56.0000000000000000
243858,15.0000000000000000
184005,45.0000000000000000
314894,45.0000000000000000
182211,48.0000000000000000
428299,40.0000000000000000
89478,20.0000000000000000
172907,35.0000000000000000
267161,37.5000000000000000
254230,40.0000000000000000
109611,37.0000000000000000
231193,30.0000000000000000
315423,45.0000000000000000
190963,30.0000000000000000
40956,25.0000000000000000
236523,40.0000000000000000
119859,40.0000000000000000
393728,24.0000000000000000
186886,55.0000000000000000
194791,42.5000000000000000
52386,36.6666666666666667
254439,40.0000000000000000
333990,40.0000000000000000
183111,40.0000000000000000
318886,46.0000000000000000
195727,40.0000000000000000
214061,40.0000000000000000
296485,40.0000000000000000
401998,20.0000000000000000
270728,48.0000000000000000
192230,40.0000000000000000
165209,40.0000000000000000
125846,60.0000000000000000
237379,40.0000000000000000
262116,48.0000000000000000
21306,40.0000000000000000
132728,32.5000000000000000
233624,41.5000000000000000
176520,46.5000000000000000
264055,40.0000000000000000
257758,40.0000000000000000
53373,35.5000000000000000
280433,50.0000000000000000
198830,10.0000000000000000
163212,40.0000000000000000
367533,41.0000000000000000
33432,40.0000000000000000
135388,40.0000000000000000
271579,40.0000000000000000
375680,40.0000000000000000
120068,28.5000000000000000
105788,50.0000000000000000
169583,47.0000000000000000
182590,38.0000000000000000
123343,30.0000000000000000
144478,40.0000000000000000
257588,40.0000000000000000
191497,20.0000000000000000
224141,40.0000000000000000
56331,36.0000000000000000
364657,50.0000000000000000
791084,50.0000000000000000
62258,40.0000000000000000
25319,15.0000000000000000
89534,42.6666666666666667
197303,40.0000000000000000
110457,46.2500000000000000
105119,40.0000000000000000
168873,30.0000000000000000
281565,50.0000000000000000
212064,38.3333333333333333
160631,60.0000000000000000
227778,48.0000000000000000
176814,45.0000000000000000
245361,25.0000000000000000
33863,48.3333333333333333
112967,40.0000000000000000
300681,38.3333333333333333
296450,40.0000000000000000
231230,25.0000000000000000
21095,40.0000000000000000
37314,45.0000000000000000
148069,40.0000000000000000
249277,75.0000000000000000
227910,40.0000000000000000
262882,40.0000000000000000
109705,36.0000000000000000
328447,35.0000000000000000
227545,44.0000000000000000
187119,67.5000000000000000
195394,40.0000000000000000
371064,30.0000000000000000
225024,40.0000000000000000
31510,50.0000000000000000
153475,28.0000000000000000
157893,40.0000000000000000
310045,30.0000000000000000
306982,50.0000000000000000
137953,45.0000000000000000
190325,30.0000000000000000
159123,60.0000000000000000
165152,48.0000000000000000
240917,35.0000000000000000
173476,40.0000000000000000
87164,20.0000000000000000
349151,40.0000000000000000
130021,41.6666666666666667
200576,47.6666666666666667
200677,40.0000000000000000
252392,40.0000000000000000
239523,45.0000000000000000
191269,65.0000000000000000
290267,18.0000000000000000
60688,35.0000000000000000
659273,40.0000000000000000
197332,48.2000000000000000
149652,30.0000000000000000
174864,50.0000000000000000
211596,40.0000000000000000
169711,40.0000000000000000
275691,33.5000000000000000
175495,24.0000000000000000
216473,55.0000000000000000
159662,33.0000000000000000
220109,44.0000000000000000
174626,32.5000000000000000
121772,40.0000000000000000
247294,37.5000000000000000
247779,38.0000000000000000
280164,32.0000000000000000
490332,45.0000000000000000
179915,99.0000000000000000
164922,40.0000000000000000
200997,45.0000000000000000
376383,35.0000000000000000
206088,40.0000000000000000
147253,35.0000000000000000
259585,24.0000000000000000
53498,40.0000000000000000
319016,45.0000000000000000
356717,25.0000000000000000
160731,41.6666666666666667
114117,32.0000000000000000
289980,32.5000000000000000
172756,34.0000000000000000
306440,53.0000000000000000
237903,40.0000000000000000
137444,40.0000000000000000
598995,42.0000000000000000
172076,25.0000000000000000
284799,60.0000000000000000
175224,60.0000000000000000
100999,26.6666666666666667
188982,20.0000000000000000
171914,50.0000000000000000
138940,49.2500000000000000
51331,16.0000000000000000
54229,37.0000000000000000
307404,40.0000000000000000
25386,40.0000000000000000
106648,18.5000000000000000
22418,45.0000000000000000
161930,30.0000000000000000
236731,32.5000000000000000
114967,40.0000000000000000
406978,40.0000000000000000
151158,25.0000000000000000
105821,40.0000000000000000
175273,40.0000000000000000
31432,52.0000000000000000
286435,40.0000000000000000
83089,40.0000000000000000
331643,40.0000000000000000
26553,25.0000000000000000
180052,24.0000000000000000
367695,40.0000000000000000
111306,10.0000000000000000
190709,58.5000000000000000
54098,50.0000000000000000
127601,37.5000000000000000
164332,15.5000000000000000
156229,40.0000000000000000
259301,40.5000000000000000
167544,13.0000000000000000
191983,50.0000000000000000
168894,33.3333333333333333
343579,26.0000000000000000
442359,40.0000000000000000
61270,40.0000000000000000
285854,40.0000000000000000
344425,10.0000000000000000
330301,40.0000000000000000
123838,50.0000000000000000
34506,33.3333333333333333
178931,40.0000000000000000
25322,40.0000000000000000
94064,40.0000000000000000
56460,12.0000000000000000
308489,50.0000000000000000
208463,20.0000000000000000
228500,40.0000000000000000
297735,65.0000000000000000
227154,40.0000000000000000
300104,84.0000000000000000
434894,40.0000000000000000
54851,40.0000000000000000
131808,40.0000000000000000
181282,50.0000000000000000
177057,40.0000000000000000
195813,40.0000000000000000
241583,40.0000000000000000
197923,40.0000000000000000
416164,49.0000000000000000
236436,40.0000000000000000
224716,40.0000000000000000
117542,15.0000000000000000
353927,40.0000000000000000
192150,40.0000000000000000
106748,99.0000000000000000
173854,47.5000000000000000
31137,55.0000000000000000
49115,60.0000000000000000
87310,45.5000000000000000
283757,39.5000000000000000
184659,43.0000000000000000
253310,7.0000000000000000
38079,55.0000000000000000
372181,40.0000000000000000
119006,38.0000000000000000
156649,40.0000000000000000
76878,40.0000000000000000
27187,36.0000000000000000
578701,40.0000000000000000
58798,44.0000000000000000
257621,32.5000000000000000
237624,10.0000000000000000
46366,40.0000000000000000
345285,20.0000000000000000
144429,10.0000000000000000
147845,31.0000000000000000
288825,54.6666666666666667
276133,50.0000000000000000
57452,40.0000000000000000
111679,30.0000000000000000
187115,20.0000000000000000
142856,40.0000000000000000
213255,8.0000000000000000
410446,20.0000000000000000
92717,40.0000000000000000
271753,40.0000000000000000
143069,40.0000000000000000
511289,73.5000000000000000
99233,40.0000000000000000
209544,50.0000000000000000
205493,60.0000000000000000
143266,38.7500000000000000
167410,40.0000000000000000
157025,40.0000000000000000
398626,45.0000000000000000
109815,40.0000000000000000
314525,41.6666666666666667
30069,40.0000000000000000
104996,44.0000000000000000
357338,40.0000000000000000
219897,42.5000000000000000
41762,40.0000000000000000
22978,50.0000000000000000
144259,56.6666666666666667
41721,57.5000000000000000
330144,44.0000000000000000
194995,48.3333333333333333
415051,60.0000000000000000
174163,40.0000000000000000
222654,46.5000000000000000
137205,48.0000000000000000
175024,18.0000000000000000
192258,40.0000000000000000
211948,40.0000000000000000
181828,48.0000000000000000
101618,50.0000000000000000
159876,72.0000000000000000
228493,48.0000000000000000
185575,40.0000000000000000
121040,40.0000000000000000
67234,52.5000000000000000
140206,40.0000000000000000
223237,40.0000000000000000
189623,48.3333333333333333
197514,16.0000000000000000
187052,35.0000000000000000
233799,40.0000000000000000
250206,40.0000000000000000
209392,35.0000000000000000
28375,70.0000000000000000
242482,36.0000000000000000
198613,33.3333333333333333
220543,40.0000000000000000
94937,34.0000000000000000
258932,60.0000000000000000
98475,45.0000000000000000
34832,50.0000000000000000
312017,40.0000000000000000
69911,15.0000000000000000
176178,23.2500000000000000
176965,50.0000000000000000
324386,40.0000000000000000
38310,40.0000000000000000
55363,45.0000000000000000
315110,20.0000000000000000
163582,16.0000000000000000
243368,45.3333333333333333
158776,40.0000000000000000
182332,40.0000000000000000
349703,40.0000000000000000
138157,12.0000000000000000
235167,32.0000000000000000
89202,45.0000000000000000
85625,21.0000000000000000
45781,45.0000000000000000
226789,66.5000000000000000
103024,42.0000000000000000
259087,40.0000000000000000
118081,42.0000000000000000
266324,84.5000000000000000
163836,12.0000000000000000
47314,40.0000000000000000
150568,45.0000000000000000
49352,38.0000000000000000
137537,40.0000000000000000
50341,32.6666666666666667
218948,36.0000000000000000
435022,50.0000000000000000
74539,20.0000000000000000
161240,42.5000000000000000
196678,35.0000000000000000
495982,10.0000000000000000
363053,24.0000000000000000
410186,40.0000000000000000
182186,40.0000000000000000
278924,43.5000000000000000
595000,37.5000000000000000
46028,55.0000000000000000
208919,60.0000000000000000
182070,16.0000000000000000
157686,40.0000000000000000
257609,40.0000000000000000
236090,40.0000000000000000
47907,42.7500000000000000
274913,45.0000000000000000
42703,40.0000000000000000
114292,40.0000000000000000
136610,32.0000000000000000
206599,26.0000000000000000
118901,45.0000000000000000
171482,48.0000000000000000
278476,60.0000000000000000
148065,4.0000000000000000
133938,50.0000000000000000
214129,40.0000000000000000
233280,37.0000000000000000
343609,50.0000000000000000
200207,44.0000000000000000
244589,40.0000000000000000
272069,40.0000000000000000
243361,45.0000000000000000
287317,32.0000000000000000
230563,40.0000000000000000
259479,50.0000000000000000
136218,27.5000000000000000
233796,32.0000000000000000
128033,60.0000000000000000
206927,40.0000000000000000
418405,40.0000000000000000
114160,45.0000000000000000
343377,40.0000000000000000
245487,41.6666666666666667
33121,72.0000000000000000
497486,40.0000000000000000
334314,40.0000000000000000
197553,50.0000000000000000
114971,40.0000000000000000
258339,55.0000000000000000
277323,45.0000000000000000
172009,40.0000000000000000
207064,40.0000000000000000
180284,43.3333333333333333
145995,40.0000000000000000
350651,40.0000000000000000
355996,40.0000000000000000
182402,40.0000000000000000
148121,40.0000000000000000
331433,32.0000000000000000
203492,40.0000000000000000
129528,40.0000000000000000
131417,21.0000000000000000
34127,50.0000000000000000
106910,24.6666666666666667
223881,70.0000000000000000
96268,40.0000000000000000
68729,42.5000000000000000
174308,40.0000000000000000
199266,30.0000000000000000
150480,55.0000000000000000
30759,51.6666666666666667
167281,40.0000000000000000
71076,40.0000000000000000
104945,50.0000000000000000
340723,40.0000000000000000
108247,47.5000000000000000
198097,50.0000000000000000
157747,45.6250000000000000
193075,20.0000000000000000
215854,50.0000000000000000
209955,37.6666666666666667
191878,20.0000000000000000
211678,41.6666666666666667
168324,40.0000000000000000
250068,40.0000000000000000
249716,45.0000000000000000
174343,40.0000000000000000
267352,30.0000000000000000
214134,84.0000000000000000
153408,40.0000000000000000
235205,40.0000000000000000
60567,50.0000000000000000
352712,55.0000000000000000
258379,32.0000000000000000
155093,38.0000000000000000
170331,60.0000000000000000
183522,40.0000000000000000
367260,80.0000000000000000
68015,90.0000000000000000
56328,8.0000000000000000
125761,36.0000000000000000
115025,40.0000000000000000
188245,37.5000000000000000
111130,40.0000000000000000
183284,50.0000000000000000
157786,40.0000000000000000
280169,36.0000000000000000
43705,50.0000000000000000
395026,12.0000000000000000
184242,20.0000000000000000
414545,40.0000000000000000
150876,55.0000000000000000
161662,52.3333333333333333
96867,40.0000000000000000
121037,15.0000000000000000
264544,5.0000000000000000
170099,40.0000000000000000
237341,40.0000000000000000
238913,36.6666666666666667
200819,54.6666666666666667
183597,50.0000000000000000
309895,40.0000000000000000
225507,26.6666666666666667
181814,40.0000000000000000
190823,40.0000000000000000
101524,40.0000000000000000
47396,45.0000000000000000
124071,54.5000000000000000
213226,50.0000000000000000
185291,25.5000000000000000
303176,40.0000000000000000
220262,40.0000000000000000
544091,25.0000000000000000
205726,15.0000000000000000
137300,37.5000000000000000
269221,40.0000000000000000
194293,38.0000000000000000
25031,10.0000000000000000
107584,41.6666666666666667
127185,31.6666666666666667
543042,50.0000000000000000
393264,40.0000000000000000
124993,47.5000000000000000
304595,50.0000000000000000
116279,43.0000000000000000
230020,40.0000000000000000
142326,50.0000000000000000
182177,38.7500000000000000
140711,40.0000000000000000
68493,40.0000000000000000
27432,40.0000000000000000
221072,49.0000000000000000
110978,39.0000000000000000
142030,40.0000000000000000
215441,40.0000000000000000
217054,37.5000000000000000
158956,40.0000000000000000
231818,40.0000000000000000
90969,45.0000000000000000
199713,35.7500000000000000
30475,40.0000000000000000
246449,55.0000000000000000
168817,40.0000000000000000
96718,37.0000000000000000
556688,12.0000000000000000
161532,47.5000000000000000
187161,25.0000000000000000
332703,40.0000000000000000
324960,40.0000000000000000
198554,20.0000000000000000
202733,70.0000000000000000
102771,43.1428571428571429
115023,39.0000000000000000
180181,40.0000000000000000
26598,40.0000000000000000
506436,40.0000000000000000
224202,50.0000000000000000
222011,42.0000000000000000
282155,25.0000000000000000
439263,35.0000000000000000
307392,40.0000000000000000
142717,45.3333333333333333
397962,40.0000000000000000
169837,40.0000000000000000
86625,40.0000000000000000
322238,40.0000000000000000
150062,47.5000000000000000
84390,32.0000000000000000
108997,40.0000000000000000
117244,45.0000000000000000
244087,51.0000000000000000
110213,40.0000000000000000
216889,40.0000000000000000
142227,30.0000000000000000
199067,38.0000000000000000
195337,40.0000000000000000
338376,45.0000000000000000
267546,40.0000000000000000
359678,48.0000000000000000
127595,40.0000000000000000
113688,45.0000000000000000
144032,60.0000000000000000
86111,30.0000000000000000
113545,40.0000000000000000
195322,40.0000000000000000
81286,45.0000000000000000
87158,40.0000000000000000
404453,40.0000000000000000
337456,40.0000000000000000
160811,38.0000000000000000
119741,40.0000000000000000
112388,40.0000000000000000
186788,40.0000000000000000
164190,39.2307692307692308
201928,40.0000000000000000
206351,40.0000000000000000
152855,40.0000000000000000
26865,20.0000000000000000
148261,40.0000000000000000
203943,37.5000000000000000
193871,40.0000000000000000
179557,42.5000000000000000
204629,45.0000000000000000
201871,20.0000000000000000
453067,36.0000000000000000
130431,36.0000000000000000
133359,50.0000000000000000
117917,50.0000000000000000
184101,25.0000000000000000
190719,45.0000000000000000
72812,40.0000000000000000
295697,40.0000000000000000
288433,40.0000000000000000
288185,40.0000000000000000
150175,20.0000000000000000
235371,40.0000000000000000
188772,30.0000000000000000
398067,40.0000000000000000
170428,24.0000000000000000
28357,20.0000000000000000
160187,32.2500000000000000
199572,40.0000000000000000
300528,40.0000000000000000
116539,47.5000000000000000
111959,60.0000000000000000
116084,40.0000000000000000
290409,40.0000000000000000
135028,35.0000000000000000
263498,40.0000000000000000
103371,40.0000000000000000
372130,40.0000000000000000
334787,40.0000000000000000
189216,65.0000000000000000
357348,50.0000000000000000
153167,40.0000000000000000
171564,30.0000000000000000
193199,12.0000000000000000
154089,20.0000000000000000
75104,50.0000000000000000
104421,40.0000000000000000
223548,36.6666666666666667
213894,40.0000000000000000
133373,53.2000000000000000
29810,39.6000000000000000
415913,35.0000000000000000
200352,45.0000000000000000
102110,30.0000000000000000
216685,35.0000000000000000
213008,40.0000000000000000
113185,25.0000000000000000
305739,40.0000000000000000
165517,40.0000000000000000
217349,40.0000000000000000
30070,50.0000000000000000
199816,40.0000000000000000
384236,40.0000000000000000
111957,52.0000000000000000
313546,40.0000000000000000
122066,35.0000000000000000
138145,40.0000000000000000
165737,43.0000000000000000
130436,28.0000000000000000
156040,40.0000000000000000
92775,50.0000000000000000
285432,40.0000000000000000
165215,18.0000000000000000
164219,45.0000000000000000
395297,35.0000000000000000
198346,35.0000000000000000
21626,48.0000000000000000
153870,40.0000000000000000
201186,40.0000000000000000
199452,40.0000000000000000
