fnlwgt,max
36348,48
175935,55
120707,35
233954,40
129956,48
82283,40
131117,38
147265,40
139903,40
292472,55
187033,40
66624,60
252518,40
263899,20
155190,55
89413,40
137606,40
27466,40
239461,35
90907,40
252506,40
204338,40
91251,40
431245,50
248895,45
240676,40
232945,30
181313,30
220531,60
37987,45
340171,40
165982,50
126701,45
27444,50
149118,40
298539,55
102471,80
50248,40
95647,50
190179,40
214993,40
164835,25
507875,43
122000,60
82576,36
240888,40
178312,65
380219,40
102041,40
79728,40
129972,38
287233,40
118853,99
278637,45
197163,50
26671,40
324791,50
231919,45
107746,40
100579,40
188644,40
209899,47
375313,50
203784,62
260560,50
206046,40
60641,45
93717,45
101510,50
121253,70
357814,35
79787,25
75891,40
219307,40
156780,40
236481,10
263081,60
140569,60
280670,40
76043,1
159715,40
207352,40
123393,58
98675,20
264834,40
158704,20
308144,40
339814,40
177398,64
226883,75
92472,45
220776,40
278576,60
245465,30
334273,65
282398,40
144483,40
115323,40
49017,24
320196,40
356619,48
106347,47
26842,40
29841,40
35910,56
34125,28
71751,98
31627,20
160402,55
197218,18
181677,40
172826,55
38151,40
285060,50
37745,8
79445,40
193586,40
343061,40
336440,40
247936,2
141418,15
155913,44
245274,16
142566,40
165998,40
347089,16
186087,40
129879,40
388156,24
123612,4
265434,40
85319,60
124792,45
263746,24
243357,40
158200,40
147284,99
167915,40
54932,40
95256,50
1268339,40
121023,40
333541,24
75726,40
302195,40
260019,36
155489,65
76860,40
294485,30
102106,40
281403,98
163985,40
93604,32
47707,40
158702,45
197988,20
181652,40
166636,35
166715,20
53524,40
105376,40
240771,50
51259,47
178564,40
84619,40
34796,40
224059,40
173929,25
243373,40
91857,44
212027,40
150262,20
169638,36
104443,40
225456,50
114043,40
31740,55
173002,40
64860,22
76900,40
185436,70
400061,40
112291,12
405309,40
247734,30
73394,50
286824,12
223212,50
199655,40
96073,50
263608,40
108699,60
58098,40
178215,40
303510,40
286406,40
146674,50
401198,15
193241,40
229016,25
359543,40
280464,80
134746,40
205950,40
175931,44
42402,30
193172,50
77937,40
181031,60
34321,30
201732,40
371305,60
471452,30
125159,45
221977,40
218676,45
143868,40
52738,46
107112,30
126204,40
98989,40
174571,45
214169,40
266287,35
35459,40
243875,40
226913,20
37019,50
216595,20
288771,30
120910,35
60783,70
257295,75
191806,75
258470,40
39529,32
225652,50
61308,40
165667,60
149686,40
243786,37
168071,50
64643,60
82319,10
186845,50
195505,5
242391,60
160061,40
260847,30
141877,40
279881,40
115849,40
225548,30
168138,48
99364,40
89737,48
110556,40
41865,25
98779,60
152453,40
158077,40
27044,43
282604,60
177212,40
158206,30
479611,50
291702,40
108815,60
110243,45
299353,40
267952,36
74243,30
225779,40
189740,32
207668,60
341368,50
151967,58
33310,40
216666,40
184112,45
261422,40
179262,30
252986,48
229803,40
28160,40
37741,40
54243,60
102103,50
377836,40
319371,40
296516,50
163303,38
223830,38
306678,40
134069,60
85041,25
187693,72
373662,40
236136,40
74883,40
227571,40
199143,50
240137,55
222789,6
146103,45
189897,40
186815,50
149455,40
257876,40
128591,40
404573,44
441454,24
284898,30
21174,40
134813,52
30619,38
53893,40
92215,45
336188,80
233734,40
176836,60
185203,40
197380,40
297094,40
120478,1
32546,40
188377,40
153131,40
416165,32
141229,50
231972,20
142404,40
119929,40
89346,40
153790,40
289731,40
401118,50
187160,55
163678,55
373213,40
136935,13
298659,15
234780,40
114591,40
241021,40
27337,48
180187,6
56701,75
588905,40
209174,70
96586,40
55950,40
29675,12
188909,42
132057,20
335764,35
396595,40
45814,40
197036,40
141858,75
170244,40
316027,45
192302,25
181661,40
211035,30
255348,40
48718,40
118001,40
226902,80
57426,45
312353,20
249072,60
128676,40
340458,40
192670,20
201398,60
523095,45
187711,40
52921,3
185385,98
140516,40
263641,40
256278,30
167761,50
148690,2
186784,45
284080,40
179565,40
211005,60
99646,50
175044,40
266463,40
44777,46
128796,44
192583,30
210547,40
806316,20
252646,50
286911,38
55360,50
374163,60
184416,30
187802,50
201435,40
94334,25
95462,40
107916,40
220269,40
270379,40
391585,40
161708,45
90046,40
27382,40
181200,40
547886,40
95519,42
174887,40
196797,38
137314,60
341117,50
98765,40
183013,40
274198,38
195199,30
367200,40
81259,43
176761,40
176012,23
236601,48
316359,40
239404,45
186239,40
87239,50
28952,39
73498,40
131060,25
111020,40
124507,55
190772,40
72744,40
108887,40
106595,40
304779,40
129150,50
408531,40
114288,40
276568,40
397467,40
204536,35
267408,15
228608,40
216563,40
293136,35
47261,50
88904,40
259929,43
187502,50
75435,30
54782,42
296158,40
266467,40
200199,35
132551,35
32825,40
29974,40
588484,20
35783,60
106406,40
292023,45
261497,40
271571,50
165673,40
188808,45
187656,40
304076,20
100168,40
64960,45
216583,43
236627,2
252257,45
173730,50
183810,55
290213,40
205072,48
146477,45
340408,46
193741,30
338632,16
222142,40
133520,15
317219,40
147110,48
234953,25
133219,30
76008,50
42003,40
109004,40
192283,80
128065,45
42251,45
178344,30
203289,35
41506,40
207578,60
139116,50
274964,65
138542,35
405644,77
401930,42
175428,40
203051,27
264864,40
115896,40
34568,40
261062,40
116391,40
201930,50
99357,50
250674,60
108293,45
72793,15
200198,40
24139,65
129845,40
130534,40
132705,48
38158,40
160155,40
159938,40
343231,80
211668,40
101602,25
324922,50
369166,65
398827,60
308686,70
303155,50
149161,60
92969,40
240542,48
120064,45
76767,60
37482,40
188505,40
394534,6
233865,40
451940,40
337895,40
245193,60
31840,40
182451,40
105304,40
351141,40
172666,40
150226,35
449432,40
148444,25
318915,40
208534,80
161285,25
198801,45
317647,40
225473,35
167652,40
174684,40
329266,44
213975,40
262158,45
197252,40
98092,60
173858,42
419722,40
71489,25
79980,25
380281,25
23580,40
218955,40
379242,50
53181,55
100950,40
311269,40
366065,40
335248,40
523484,40
105616,48
76720,40
196975,45
145329,20
196386,40
425447,40
166697,40
118481,40
293305,40
240747,40
308540,40
136629,40
133278,53
192614,56
135645,40
236879,40
195779,1
182677,40
169953,40
393248,40
176017,15
229029,48
177705,50
367390,50
336763,42
171438,45
138514,48
272338,40
284706,60
220640,50
27433,40
269786,50
145592,40
262409,45
112160,40
174789,50
386397,60
219553,38
256992,15
217689,32
192591,45
161922,43
207937,50
105266,40
188300,40
262978,30
274683,50
116751,56
373499,60
117227,45
90196,45
136075,32
145576,40
254935,45
153405,25
254148,40
347890,40
39606,40
41496,45
228265,30
30509,55
49707,70
160776,40
30111,40
184016,40
181413,40
181015,50
219288,40
389725,45
178120,15
188842,24
156089,40
248619,40
466498,60
143533,40
388625,10
287548,55
90415,40
233802,45
94529,40
301867,40
138992,40
186213,50
36251,15
186420,40
324254,40
187728,50
239098,40
211129,35
76432,40
265706,60
212318,55
122042,45
145692,40
230704,40
493689,40
211242,55
211654,50
73211,20
138594,45
267717,45
240150,50
117627,40
137310,40
98361,55
167735,40
314659,42
36489,40
332884,65
738812,46
380127,40
250743,40
83242,60
118701,40
297296,40
336061,50
186634,50
111256,20
404661,40
161478,46
273402,40
143331,20
327164,70
197397,6
124487,40
513660,40
376302,45
216208,40
179981,60
137753,20
174856,40
318641,45
20469,40
462820,40
290964,40
280278,40
340588,54
35305,57
309230,40
57781,50
124293,50
216626,40
176647,40
197810,40
105787,40
268952,20
126822,60
236415,20
176981,50
194472,60
193830,20
81859,48
124356,60
98948,40
320084,55
673764,50
340982,40
256474,16
74054,20
184813,40
293690,58
20323,40
119386,60
80303,60
249409,40
157127,20
334291,50
64544,40
221884,50
227986,40
78181,30
202871,44
68954,11
40388,55
109080,60
111895,50
118725,72
284086,60
152754,40
256997,40
82804,40
186396,20
109917,40
465326,40
172297,40
188008,20
145664,48
135105,50
146788,40
179877,40
143162,40
376230,40
194504,40
275884,40
131827,40
253856,20
210474,40
81965,40
111700,50
177199,3
138285,40
210875,40
252897,40
128132,60
128460,42
266598,40
314727,35
190561,30
95864,35
238002,40
58359,50
134821,40
138705,53
202878,50
268598,50
158420,70
158642,20
106951,42
230816,30
31141,40
237729,72
112358,60
511668,43
144354,40
216436,30
225612,35
140176,24
198200,50
421132,40
108913,40
269499,8
230684,55
193116,45
136448,40
227968,35
186830,45
192654,65
272615,40
112283,60
194055,50
58305,40
117528,45
133454,50
192455,40
89011,50
208748,40
122385,40
203783,72
126003,40
187577,55
52114,10
190763,40
306352,40
327779,20
270693,30
149281,40
368947,40
130364,40
329425,48
184883,40
108019,40
197288,40
102884,50
82775,55
135840,55
28443,40
144071,45
242488,40
278039,60
91670,40
50474,40
334221,18
81853,40
264244,40
257557,40
72743,50
275369,35
137591,40
188544,30
87372,72
170850,60
34297,40
39890,18
109511,40
139576,40
451744,50
403276,40
77053,40
218962,40
272669,40
37778,70
382859,40
117747,40
278900,40
123816,40
144114,40
125525,42
26543,40
198943,35
117251,32
183627,50
28572,50
215908,40
175548,35
180138,50
22641,45
663394,40
75867,60
319889,25
260199,10
374833,40
494223,2
167979,15
165468,55
108419,40
28334,45
218136,40
352465,50
192712,40
217200,50
386019,70
24721,35
183854,25
316769,40
105289,20
61387,15
281832,40
242097,50
186831,45
184477,40
318822,40
84560,40
198997,20
105830,60
120201,65
421837,50
160984,15
120773,40
320047,40
466458,20
223752,40
98427,35
349154,40
421446,50
323798,55
255407,40
190429,40
254834,10
327202,40
202366,32
116531,40
62972,16
222529,65
158291,50
190748,35
295922,40
112200,45
585203,45
104097,60
286026,40
102663,50
411587,40
221603,34
102112,50
406078,25
190227,40
156822,25
105862,70
41591,30
409189,45
126592,40
137604,40
386331,50
284450,25
133770,50
171067,40
128016,55
225211,35
191529,60
201766,35
209057,50
154669,60
118605,55
87950,40
105943,40
44006,40
83141,53
66686,40
148509,40
131435,40
171150,60
22422,55
127738,40
150861,40
476653,20
52963,50
101299,45
144460,40
36671,50
124744,20
198870,35
146326,50
293971,40
130905,40
224947,40
157568,40
68748,48
57914,40
216864,45
192812,40
121718,60
134004,40
203628,60
213977,40
308136,40
218490,60
209641,32
207782,30
158118,40
100820,15
268051,25
33117,50
664366,60
635913,60
43770,72
96287,45
136398,50
135845,40
268840,16
217926,50
403552,32
225892,48
48102,50
180607,40
178025,40
181342,40
164023,70
304283,40
151580,45
272471,40
31532,40
137698,35
242094,40
74501,30
182998,10
314310,45
123677,40
99551,15
180539,10
134935,40
96129,72
30226,40
179314,40
205204,40
388849,60
94057,15
104790,50
168680,40
357540,55
33274,50
106546,40
337587,50
23157,60
43764,50
111676,40
110791,40
97969,40
137499,16
156334,40
190514,75
176063,55
118261,30
88470,40
265509,32
328981,40
348886,45
325744,40
267661,70
39764,40
176285,23
122609,40
260046,40
192923,40
206190,45
68872,20
235393,40
111891,40
311409,30
111398,40
169184,40
238342,42
168901,40
132973,38
127943,40
163385,35
156015,40
76845,40
250354,45
227615,40
159623,40
393376,40
115677,40
56630,40
50132,50
315868,40
91468,40
193231,60
30424,38
186269,40
134997,80
190319,40
253612,32
239120,13
391122,30
213249,25
153451,40
237873,40
393712,20
191069,40
373606,65
162943,40
402397,60
144056,40
408473,40
305759,40
179569,40
99270,50
520759,30
115989,60
194243,40
255941,50
102096,40
196280,30
438427,40
233193,27
273803,40
197919,60
257364,45
336951,99
203078,40
137214,37
384795,32
376474,40
118506,60
102470,40
350845,10
275116,40
181130,50
168514,40
98287,50
150980,40
151736,40
188540,50
254949,40
186943,8
185325,50
276218,40
175109,50
99761,15
409622,36
230961,40
180246,40
231638,40
97083,40
179271,50
186386,40
222635,40
205256,80
197418,48
89718,48
73684,40
379682,20
148532,60
317153,40
320744,50
246841,40
36135,8
222703,40
172740,40
136480,60
200862,35
271665,45
151159,99
180609,45
250541,20
124407,40
101364,40
46704,60
34102,35
33304,40
279231,40
60751,40
117363,40
88055,60
261725,40
177995,56
286967,45
241832,40
375452,48
59313,45
52372,20
203871,40
108256,40
266325,32
108574,40
211873,5
373263,40
158615,40
140729,35
286146,40
126199,50
63861,40
154205,10
263773,40
115579,38
104661,12
261059,50
108741,40
187720,50
276075,40
123044,60
118230,40
146272,15
223648,48
182687,45
104423,45
231238,40
179973,40
210438,40
174242,60
32896,35
189885,40
38819,50
304504,45
277455,40
170924,40
238397,24
270075,50
174283,50
146429,40
157525,48
371827,40
235109,40
252406,40
163352,85
95551,36
313573,25
151210,40
138269,40
64980,55
101825,45
165001,50
203836,50
117906,40
308242,40
548510,30
548256,40
126233,20
19302,56
545483,40
263128,60
204033,35
202467,40
411007,40
119471,56
57216,20
211920,40
85043,20
218956,40
195919,40
197613,40
168283,45
116677,40
205175,37
77634,45
301024,40
238287,40
199512,40
330901,40
202673,50
217902,40
178487,60
191295,48
353195,35
286310,40
204018,15
309055,20
90624,40
168625,40
255476,40
239439,40
121070,35
433705,52
109413,50
36984,50
155775,40
37359,60
187686,38
139098,40
144593,40
317320,40
167319,40
258406,72
199116,40
176663,40
119287,28
281074,40
199915,40
280282,24
134756,40
282631,40
183892,45
204928,40
301802,50
217886,36
186792,40
210926,40
40767,40
74784,60
230095,40
348588,25
191446,40
216921,70
139176,8
209292,32
141350,45
274276,40
196234,40
189238,38
308924,25
105817,50
289147,40
289669,40
255279,20
396758,70
177599,35
119565,40
340110,70
156843,54
155232,60
235168,60
200235,60
246011,55
295763,50
178596,50
198069,65
112956,40
91819,30
208068,72
367020,35
314347,40
184901,40
71438,20
165492,40
248186,38
90270,40
195994,40
117570,60
308205,40
246291,46
49092,40
284095,37
290286,40
156423,20
496538,40
229741,40
187746,40
120301,45
165827,60
145290,50
170544,20
373718,20
58985,24
296326,40
327434,20
209384,32
265954,40
54042,35
169662,42
227146,55
135102,65
246207,40
231287,40
200947,40
227359,42
381645,50
161016,32
215790,22
128392,40
173324,20
109638,45
247383,40
375827,40
292536,50
189749,40
55465,40
227551,40
344394,40
203180,45
48358,40
143865,35
420779,35
253814,45
88050,6
192932,40
149775,8
303867,50
186338,40
193530,75
117496,40
288437,40
190554,60
186446,40
117012,55
108557,60
110279,35
167615,40
156052,20
69757,60
181372,50
312197,75
89690,40
184693,20
216414,60
390657,40
128061,15
162358,50
56352,40
176296,60
242001,40
210802,35
63434,35
379819,40
127827,25
43003,20
226546,16
88120,40
220748,48
192453,25
164530,20
149726,50
357750,40
83237,55
25045,37
199419,40
102607,30
100453,38
132633,40
315476,40
119838,50
188957,40
260594,25
102359,60
153044,7
118736,20
233882,40
70539,50
210026,40
121318,20
181716,48
50171,10
454843,40
88642,15
96468,40
143068,50
226985,50
241259,40
273243,40
157932,40
286675,60
114813,40
210452,45
149466,35
222989,30
291968,44
289748,48
212800,40
173647,40
115443,40
157165,40
59969,35
425785,40
366531,40
102684,32
41517,20
62124,40
257380,35
210029,40
57924,50
193960,40
141727,40
196125,40
194548,3
42900,50
219189,25
42617,30
310152,40
118523,40
146565,30
145917,15
201375,40
197651,43
266624,40
271567,40
170579,40
408788,40
302465,40
102726,16
282622,28
83748,70
388496,8
195820,40
163862,60
163237,65
25240,40
308498,40
187356,66
94692,70
271714,30
494638,15
268482,40
94395,40
319149,40
21792,10
159770,40
204600,40
207505,70
238257,50
261230,40
125684,40
234721,40
325355,40
196674,40
119539,60
205474,40
185216,40
85399,40
52781,40
59590,20
152900,20
88922,40
173649,40
167777,52
296537,45
71269,50
303817,40
113760,30
148143,40
200733,55
130834,40
228960,40
301835,40
165278,40
378707,20
86459,50
140957,35
450246,40
280618,40
376133,15
164749,40
341353,15
96792,32
25803,55
190305,50
172220,30
436341,40
30267,60
35723,60
299291,44
84136,25
243560,40
95909,12
90377,60
265356,40
38771,40
187618,50
29115,40
176689,40
212918,70
109969,20
169699,40
133974,40
383384,60
498785,40
90980,55
213611,24
51579,60
86551,50
106967,40
211265,35
213296,48
258517,25
251240,40
255582,40
47170,48
176690,24
243607,40
139822,40
220055,40
238638,40
195467,40
158641,40
246936,40
162601,40
31264,40
73895,10
78529,60
212276,60
26290,38
221966,50
746786,55
208478,18
293565,40
73773,24
220786,60
172401,40
254859,20
169240,40
283116,50
287658,40
509500,45
119281,60
195262,35
249909,50
108116,60
72310,70
24106,40
177639,40
276249,40
857532,40
142871,50
419394,9
193036,40
230417,40
179508,55
112181,40
146440,40
