fnlwgt,max
126511,0
193416,0
338620,15024
157117,0
253420,0
369549,0
178470,0
314153,0
201901,0
305352,0
159796,0
112351,0
43272,0
213477,0
212207,0
253770,7298
192010,0
259865,0
172714,0
137613,0
146181,0
265628,0
219233,0
206232,0
125591,0
112959,0
135617,0
56648,0
211763,0
443040,0
22042,0
248754,0
279721,0
375574,0
68505,0
499935,0
212143,0
36885,0
664821,0
456460,0
252668,0
84324,0
83922,0
192251,2635
193260,0
85154,0
148626,0
158680,0
80057,0
76460,0
118149,0
199268,0
188729,0
187730,0
183557,0
208875,0
166880,0
109445,0
158662,0
107231,99999
369468,0
121788,0
213431,0
105381,0
98656,0
263568,0
203525,2829
229465,15024
99219,0
187069,0
320305,0
32172,0
231472,0
177711,0
698418,0
423217,0
275361,0
212954,15024
316606,0
168807,0
138179,0
267325,3464
236570,0
80410,0
102388,15024
95855,0
156608,0
388112,0
52037,0
156616,0
174043,0
113546,0
243858,0
184005,3325
314894,0
182211,0
428299,0
89478,0
172907,0
267161,0
254230,0
109611,0
231193,0
315423,0
190963,0
40956,0
236523,0
119859,0
393728,0
186886,0
194791,0
52386,0
254439,114
333990,0
183111,0
318886,0
195727,0
214061,0
296485,0
401998,0
270728,0
192230,0
165209,0
125846,0
237379,3471
262116,0
21306,0
132728,0
233624,0
176520,0
264055,0
257758,0
53373,0
280433,0
198830,0
163212,99999
367533,2580
33432,0
135388,5178
271579,0
375680,0
120068,0
105788,0
169583,0
182590,0
123343,0
144478,0
257588,0
191497,0
224141,0
56331,0
364657,0
791084,0
62258,0
25319,0
89534,0
197303,0
110457,0
105119,0
168873,0
281565,0
212064,7443
160631,0
227778,0
176814,99999
245361,0
33863,0
112967,0
300681,7298
296450,0
231230,0
21095,0
37314,5013
148069,0
249277,0
227910,0
262882,0
109705,0
328447,0
227545,0
187119,0
195394,7688
371064,0
225024,0
31510,0
153475,0
157893,0
310045,0
306982,0
137953,0
190325,0
159123,0
165152,0
240917,0
173476,7688
87164,0
349151,0
130021,2829
200576,0
200677,0
252392,0
239523,0
191269,0
290267,0
60688,0
659273,0
197332,7688
149652,0
174864,0
211596,0
169711,0
275691,0
175495,0
216473,0
159662,0
220109,0
174626,0
121772,0
247294,0
247779,0
280164,0
490332,0
179915,0
164922,0
200997,0
376383,0
206088,0
147253,0
259585,0
53498,0
319016,2885
356717,0
160731,0
114117,0
289980,0
172756,2062
306440,0
237903,0
137444,0
598995,0
172076,0
284799,0
175224,0
100999,0
188982,0
171914,0
138940,4386
51331,0
54229,0
307404,0
25386,0
106648,0
22418,0
161930,0
236731,0
114967,0
406978,0
151158,0
105821,5178
175273,0
31432,3103
286435,594
83089,7298
331643,0
26553,0
180052,0
367695,0
111306,0
190709,0
54098,0
127601,0
164332,0
156229,7688
259301,0
167544,0
191983,0
168894,0
343579,0
442359,0
61270,0
285854,0
344425,0
330301,0
123838,0
34506,0
178931,3818
25322,0
94064,0
56460,0
308489,0
208463,0
228500,0
297735,0
227154,0
300104,7298
434894,0
54851,0
131808,0
181282,0
177057,0
195813,5178
241583,0
197923,2977
416164,0
236436,8614
224716,0
117542,1409
353927,0
192150,0
106748,0
173854,0
31137,0
49115,0
87310,0
283757,0
184659,0
253310,0
38079,0
372181,0
119006,0
156649,0
76878,5178
27187,0
578701,0
58798,0
257621,0
237624,0
46366,0
345285,0
144429,0
147845,0
288825,5013
276133,0
57452,0
111679,0
187115,0
142856,0
213255,0
410446,0
92717,0
271753,0
143069,0
511289,2907
99233,0
209544,10520
205493,0
143266,0
167410,0
157025,0
398626,25236
109815,0
314525,0
30069,2635
104996,0
357338,0
219897,0
41762,0
22978,0
144259,4386
41721,0
330144,0
194995,15024
415051,0
174163,0
222654,0
137205,0
175024,2176
192258,0
211948,0
181828,0
101618,0
159876,3103
228493,0
185575,0
121040,0
67234,0
140206,0
223237,0
189623,0
197514,0
187052,0
233799,0
250206,5178
209392,0
28375,0
242482,0
198613,0
220543,0
94937,0
258932,0
98475,0
34832,15024
312017,0
69911,0
176178,0
176965,0
324386,0
38310,0
55363,3411
315110,0
163582,0
243368,0
158776,0
182332,0
349703,0
138157,0
235167,0
89202,0
85625,0
45781,14084
226789,0
103024,0
259087,0
118081,3103
266324,0
163836,0
47314,0
150568,0
49352,0
137537,0
50341,0
218948,0
435022,0
74539,0
161240,0
196678,0
495982,0
363053,0
410186,0
182186,0
278924,0
595000,0
46028,0
208919,0
182070,0
157686,0
257609,0
236090,0
47907,0
274913,0
42703,0
114292,0
136610,0
206599,0
118901,0
171482,0
278476,0
148065,0
133938,27828
214129,0
233280,0
343609,0
200207,0
244589,0
272069,0
243361,0
287317,0
230563,0
259479,0
136218,0
233796,7298
128033,0
206927,0
418405,0
114160,0
343377,0
245487,0
33121,0
497486,1471
334314,0
197553,7688
114971,0
258339,0
277323,0
172009,0
207064,0
180284,0
145995,0
350651,0
355996,0
182402,0
148121,0
331433,0
203492,0
129528,0
131417,1797
34127,0
106910,0
223881,99999
96268,0
68729,0
174308,0
199266,0
150480,0
30759,0
167281,0
71076,0
104945,0
340723,0
108247,0
198097,0
157747,7298
193075,0
215854,0
209955,0
191878,0
211678,0
168324,0
250068,0
249716,0
174343,0
267352,0
214134,0
153408,0
235205,0
60567,3411
352712,0
258379,0
155093,0
170331,0
183522,0
367260,0
68015,0
56328,0
125761,0
115025,0
188245,0
111130,0
183284,0
157786,0
280169,7298
43705,0
395026,0
184242,0
414545,0
150876,0
161662,7688
96867,0
121037,0
264544,0
170099,0
237341,0
238913,2829
200819,0
183597,594
309895,0
225507,0
181814,0
190823,0
101524,0
47396,0
124071,0
213226,0
185291,0
303176,0
220262,0
544091,0
205726,0
137300,0
269221,0
194293,2463
25031,0
107584,3908
127185,0
543042,5178
393264,0
124993,0
304595,0
116279,0
230020,0
142326,0
182177,3325
140711,0
68493,0
27432,0
221072,0
110978,0
142030,0
215441,0
217054,0
158956,0
231818,0
90969,0
199713,0
30475,0
246449,3325
168817,0
96718,0
556688,0
161532,0
187161,0
332703,0
324960,0
198554,0
202733,7688
102771,0
115023,0
180181,0
26598,0
506436,0
224202,0
222011,3325
282155,0
439263,0
307392,0
142717,4787
397962,0
169837,0
86625,0
322238,0
150062,0
84390,0
108997,0
117244,0
244087,15024
110213,0
216889,0
142227,0
199067,15024
195337,0
338376,0
267546,0
359678,0
127595,0
113688,0
144032,0
86111,0
113545,0
195322,0
81286,0
87158,0
404453,0
337456,0
160811,0
119741,0
112388,0
186788,0
164190,7298
201928,0
206351,5013
152855,0
26865,0
148261,0
203943,0
193871,0
179557,0
204629,0
201871,0
453067,0
130431,0
133359,0
117917,0
184101,0
190719,0
72812,0
295697,0
288433,0
288185,0
150175,0
235371,0
188772,0
398067,0
170428,0
28357,0
160187,14084
199572,0
300528,0
116539,0
111959,0
116084,2635
290409,0
135028,0
263498,0
103371,0
372130,0
334787,0
189216,0
357348,0
153167,0
171564,20051
193199,0
154089,0
75104,0
104421,0
223548,0
213894,0
133373,0
29810,0
415913,0
200352,0
102110,0
216685,0
213008,0
113185,0
305739,0
165517,0
217349,14344
30070,0
199816,0
384236,7688
111957,0
313546,0
122066,0
138145,0
165737,0
130436,0
156040,0
92775,0
285432,0
165215,0
164219,0
395297,0
198346,0
21626,2202
153870,0
201186,99999
199452,0
185399,0
329530,0
202027,27828
122540,0
159303,0
317360,0
155320,0
207568,5178
459342,0
294183,0
158156,0
36348,0
175935,14084
120707,20051
233954,0
129956,0
82283,0
131117,0
147265,0
139903,0
292472,0
187033,0
66624,0
252518,15024
263899,0
155190,0
89413,0
137606,5013
27466,0
239461,0
90907,0
252506,0
204338,0
91251,0
431245,0
248895,0
240676,0
232945,0
181313,0
220531,0
37987,0
340171,0
165982,0
126701,9562
27444,0
149118,0
298539,0
102471,0
50248,0
95647,0
190179,99999
214993,0
164835,0
507875,0
122000,0
82576,14084
240888,0
178312,7298
380219,0
102041,0
79728,0
129972,0
287233,0
118853,4386
278637,3103
197163,0
26671,0
324791,0
231919,0
107746,0
100579,0
188644,0
209899,8614
375313,0
203784,0
260560,0
206046,0
60641,0
93717,7298
101510,0
121253,0
357814,0
79787,0
75891,0
219307,0
156780,0
236481,0
263081,0
140569,14084
280670,0
76043,0
159715,0
207352,0
123393,6418
98675,0
264834,0
158704,0
308144,0
339814,5178
177398,0
226883,0
92472,3273
220776,0
278576,0
245465,0
334273,99999
282398,0
144483,594
115323,3103
49017,0
320196,0
356619,0
106347,0
26842,2176
29841,0
35910,0
34125,0
71751,0
31627,0
160402,0
197218,0
181677,0
172826,99999
38151,0
285060,0
37745,0
79445,1173
193586,3908
343061,4508
336440,0
247936,0
141418,0
155913,0
245274,0
142566,0
165998,0
347089,0
186087,0
129879,15831
388156,0
123612,0
265434,0
85319,7688
124792,7688
263746,0
243357,0
158200,0
147284,0
167915,0
54932,0
95256,0
1268339,0
121023,0
333541,0
75726,0
302195,0
260019,0
155489,7688
76860,0
294485,0
102106,0
281403,0
163985,0
93604,0
47707,0
158702,0
197988,0
181652,0
166636,0
166715,0
53524,0
105376,0
240771,4386
51259,0
178564,0
84619,0
34796,0
224059,0
173929,0
243373,1055
91857,0
212027,0
150262,0
169638,0
104443,0
225456,0
114043,0
31740,0
173002,0
64860,0
76900,0
185436,0
400061,0
112291,0
405309,0
247734,0
73394,0
286824,0
223212,0
199655,0
96073,0
263608,0
108699,0
58098,0
178215,0
303510,0
286406,3325
146674,0
401198,0
193241,0
229016,0
359543,0
280464,0
134746,0
205950,0
175931,0
42402,0
193172,7688
77937,0
181031,0
34321,0
201732,0
371305,0
471452,0
125159,14084
221977,0
218676,0
143868,0
52738,0
107112,0
126204,0
98989,0
174571,0
214169,15024
266287,0
35459,0
243875,0
226913,0
37019,0
216595,0
288771,0
120910,0
60783,0
257295,0
191806,0
258470,0
39529,0
225652,3411
61308,0
165667,7688
149686,0
243786,0
168071,7298
64643,0
82319,0
186845,5178
195505,0
242391,15024
160061,0
260847,0
141877,0
279881,0
115849,0
225548,0
168138,2597
99364,0
89737,0
110556,0
41865,0
98779,4386
152453,0
158077,0
27044,0
282604,7688
177212,0
158206,0
479611,0
291702,0
108815,0
110243,0
299353,0
267952,0
74243,0
225779,0
189740,0
207668,15024
341368,0
151967,0
33310,0
216666,0
184112,15024
261422,0
179262,0
252986,0
229803,0
28160,0
37741,0
54243,0
102103,0
377836,0
319371,15024
296516,0
163303,0
223830,0
306678,2885
134069,7298
85041,0
187693,0
373662,0
236136,0
74883,0
227571,0
199143,7430
240137,0
222789,0
146103,0
189897,0
186815,0
149455,0
257876,0
128591,0
404573,0
441454,0
284898,0
21174,0
134813,0
30619,0
53893,0
92215,0
336188,0
233734,0
176836,0
185203,0
197380,0
297094,0
120478,0
32546,7430
188377,0
153131,0
416165,0
141229,0
231972,0
142404,0
119929,0
89346,0
153790,0
289731,0
401118,99999
187160,0
163678,0
373213,0
136935,0
298659,0
234780,0
114591,15024
241021,0
27337,0
180187,0
56701,15024
588905,0
209174,0
96586,0
55950,0
29675,0
188909,0
132057,0
335764,0
396595,0
45814,0
197036,0
141858,15024
170244,0
316027,0
192302,0
181661,0
211035,0
255348,0
48718,2907
118001,0
226902,15024
57426,0
312353,0
249072,0
128676,0
340458,0
192670,0
201398,0
523095,0
187711,0
52921,0
185385,5013
140516,0
263641,0
256278,0
167761,0
148690,18481
186784,5013
284080,0
179565,0
211005,0
99646,0
175044,0
266463,0
44777,0
128796,0
192583,0
210547,0
806316,0
252646,7298
286911,0
55360,0
374163,0
184416,0
187802,0
201435,0
94334,0
95462,0
107916,0
220269,0
270379,0
391585,15024
161708,0
90046,0
27382,0
181200,0
547886,0
95519,0
174887,0
196797,0
137314,0
341117,0
98765,0
183013,0
274198,0
195199,0
367200,0
81259,0
176761,0
176012,0
236601,0
316359,0
239404,0
186239,0
87239,0
28952,0
73498,0
131060,0
111020,0
124507,0
190772,0
72744,0
108887,0
106595,1848
304779,0
129150,0
408531,0
114288,0
276568,0
397467,0
204536,0
267408,0
228608,0
216563,0
293136,0
47261,0
88904,0
259929,0
187502,0
75435,0
54782,0
296158,0
266467,0
200199,0
132551,0
32825,0
29974,0
588484,0
35783,0
106406,0
292023,0
261497,0
271571,15024
165673,0
188808,0
187656,0
304076,0
100168,0
64960,0
216583,0
236627,0
252257,0
173730,7688
183810,0
290213,0
205072,0
146477,15024
340408,0
193741,0
338632,0
222142,0
133520,0
317219,0
147110,14344
234953,0
133219,4386
76008,0
42003,0
109004,0
192283,0
128065,0
42251,0
178344,0
203289,0
41506,0
207578,0
139116,0
274964,0
138542,0
405644,0
401930,0
175428,0
203051,0
264864,0
115896,0
34568,3781
261062,0
116391,0
201930,0
99357,15024
250674,0
108293,0
72793,0
200198,0
24139,0
129845,0
130534,0
132705,0
38158,0
160155,6418
159938,8614
343231,0
211668,0
101602,0
324922,0
369166,0
398827,0
308686,0
303155,0
149161,0
92969,0
240542,0
120064,0
76767,0
37482,0
188505,0
394534,0
233865,0
451940,0
337895,0
245193,0
31840,0
182451,0
105304,0
351141,0
172666,0
150226,0
449432,0
148444,0
318915,0
208534,0
161285,0
198801,0
317647,0
225473,0
167652,0
174684,0
329266,0
213975,0
262158,0
197252,0
98092,0
173858,0
419722,3674
71489,0
79980,0
380281,0
23580,0
218955,0
379242,0
53181,0
100950,0
311269,0
366065,0
335248,0
523484,0
105616,0
76720,0
196975,0
145329,401
196386,4064
425447,0
166697,0
118481,0
293305,0
240747,0
308540,0
136629,0
133278,0
192614,0
135645,0
236879,0
195779,0
182677,4508
169953,0
393248,0
176017,0
229029,15024
177705,0
367390,0
336763,0
171438,0
138514,0
272338,0
284706,0
220640,0
27433,0
269786,0
145592,0
262409,0
112160,0
174789,0
386397,0
219553,0
256992,0
217689,0
192591,0
161922,0
207937,10520
105266,0
188300,0
262978,0
274683,7688
116751,0
373499,0
117227,0
90196,0
136075,0
145576,0
254935,0
153405,0
254148,0
347890,0
39606,0
41496,0
228265,0
30509,0
49707,0
160776,0
30111,0
184016,3103
181413,0
181015,0
219288,0
389725,0
178120,0
188842,0
156089,0
248619,0
466498,0
143533,0
388625,0
287548,0
90415,0
233802,0
94529,0
301867,0
138992,7298
186213,0
36251,0
186420,0
324254,0
187728,0
239098,0
211129,0
76432,0
265706,7298
212318,0
122042,0
145692,0
230704,0
493689,0
211242,0
211654,0
73211,0
138594,0
267717,15024
240150,20051
117627,0
137310,0
98361,15024
167735,6849
314659,0
36489,0
332884,7298
738812,0
380127,0
250743,0
83242,0
118701,0
297296,0
336061,0
186634,0
111256,0
404661,0
161478,0
273402,0
143331,0
327164,0
197397,0
124487,0
513660,0
376302,0
216208,0
179981,0
137753,0
174856,2885
318641,0
20469,0
462820,0
290964,0
280278,0
340588,0
35305,0
309230,0
57781,0
124293,0
216626,0
176647,0
197810,0
105787,0
268952,0
126822,0
236415,0
176981,0
194472,0
193830,0
81859,0
124356,0
98948,0
320084,0
673764,27828
340982,3103
256474,0
74054,0
184813,0
293690,0
20323,0
119386,0
80303,0
249409,0
157127,0
334291,0
64544,0
221884,0
227986,0
78181,0
202871,0
68954,0
40388,0
109080,0
111895,0
118725,20051
284086,0
152754,0
256997,0
82804,0
186396,0
109917,0
465326,0
172297,0
188008,0
145664,0
135105,0
146788,0
179877,0
143162,0
376230,99999
194504,0
275884,0
131827,0
253856,0
210474,0
81965,0
111700,0
177199,0
138285,0
210875,0
252897,14344
128132,0
128460,0
266598,0
314727,0
190561,0
95864,0
238002,0
58359,15024
134821,0
138705,0
202878,0
268598,7298
158420,0
158642,2993
106951,0
230816,0
31141,0
237729,0
112358,0
511668,0
144354,0
216436,0
225612,0
140176,0
198200,0
421132,0
108913,0
269499,0
230684,7688
193116,0
136448,0
227968,0
186830,0
192654,0
272615,0
112283,0
194055,0
58305,0
117528,0
133454,0
192455,0
89011,0
208748,0
122385,0
203783,0
126003,0
187577,0
52114,0
190763,0
306352,0
327779,0
270693,3674
149281,0
368947,0
130364,0
329425,0
184883,0
108019,3325
197288,0
102884,0
82775,0
135840,0
28443,0
144071,2580
242488,5013
278039,0
91670,0
50474,0
334221,0
81853,0
264244,0
257557,10566
72743,0
275369,0
137591,0
188544,0
87372,20051
170850,4064
34297,0
39890,0
109511,0
139576,0
451744,0
403276,0
77053,0
218962,0
272669,0
37778,3103
382859,0
117747,0
278900,0
123816,0
144114,0
125525,0
26543,0
198943,0
117251,0
183627,3137
28572,4064
215908,0
175548,0
180138,0
22641,0
663394,0
75867,0
319889,0
260199,0
374833,0
494223,0
167979,0
165468,7688
108419,0
28334,0
218136,0
352465,15024
192712,0
217200,0
386019,0
24721,0
183854,0
316769,0
105289,0
61387,0
281832,0
242097,0
186831,0
184477,0
318822,0
84560,0
198997,0
105830,0
120201,0
421837,7298
160984,0
120773,0
320047,0
466458,0
223752,7688
98427,0
349154,0
421446,0
323798,15024
255407,0
190429,0
254834,10605
327202,0
202366,0
116531,0
62972,0
222529,0
158291,8614
190748,0
295922,0
112200,10520
585203,7688
104097,2829
286026,0
102663,0
411587,0
221603,0
102112,0
406078,0
190227,0
156822,0
105862,5455
41591,0
409189,0
126592,7688
137604,0
386331,0
284450,0
133770,0
171067,0
128016,0
225211,0
191529,0
201766,0
209057,0
154669,0
118605,0
87950,0
105943,3908
44006,0
83141,0
66686,0
148509,0
131435,0
171150,99999
22422,0
127738,0
150861,0
476653,0
52963,0
101299,0
144460,0
36671,0
124744,0
198870,0
146326,7688
293971,0
130905,0
224947,0
157568,0
68748,0
57914,0
216864,0
192812,0
121718,0
134004,0
203628,0
213977,0
308136,0
218490,27828
209641,0
207782,0
158118,0
100820,0
268051,0
33117,0
664366,0
635913,0
43770,4650
96287,0
136398,0
135845,0
268840,0
217926,0
403552,0
225892,1409
48102,0
180607,0
178025,0
181342,0
164023,0
304283,0
151580,15024
272471,0
31532,0
137698,0
242094,0
74501,0
182998,0
314310,0
123677,0
99551,0
180539,0
134935,0
96129,0
30226,0
179314,0
205204,0
388849,0
94057,0
104790,0
168680,0
357540,0
33274,0
106546,2174
337587,0
23157,0
43764,15024
111676,0
110791,0
97969,0
137499,0
156334,0
190514,0
176063,15024
118261,0
88470,0
265509,0
328981,0
348886,0
325744,0
267661,0
39764,0
176285,0
122609,0
260046,0
192923,0
206190,0
68872,0
235393,0
111891,0
311409,7688
111398,7688
169184,0
238342,7688
168901,0
132973,0
127943,0
163385,0
156015,0
76845,0
250354,0
227615,0
159623,0
393376,0
115677,0
56630,0
50132,0
315868,0
91468,0
193231,3325
30424,0
186269,0
134997,0
190319,0
253612,1055
239120,0
391122,0
213249,0
153451,0
237873,0
393712,0
191069,0
373606,0
162943,0
402397,0
144056,3818
408473,0
305759,0
179569,0
99270,0
520759,0
115989,0
194243,0
255941,10520
102096,0
196280,0
438427,0
233193,0
273803,0
197919,0
257364,0
336951,0
203078,0
137214,0
384795,0
376474,0
118506,0
102470,0
350845,0
275116,0
181130,99999
168514,0
98287,0
150980,3137
151736,0
188540,0
254949,0
186943,0
185325,0
276218,0
175109,0
99761,0
409622,0
230961,0
180246,7688
231638,0
97083,0
179271,0
186386,10520
222635,0
205256,2885
197418,0
89718,2202
73684,0
379682,0
148532,0
317153,0
320744,3908
246841,0
36135,0
222703,0
172740,0
136480,0
200862,0
271665,0
151159,0
180609,0
250541,0
124407,0
101364,0
46704,0
34102,0
33304,0
279231,0
60751,0
117363,0
88055,3781
261725,0
177995,0
286967,0
241832,0
375452,15024
59313,0
52372,0
203871,0
108256,0
266325,0
108574,0
211873,0
373263,0
158615,0
140729,0
286146,0
126199,1831
63861,0
154205,0
263773,0
115579,0
104661,0
261059,2176
108741,0
187720,15024
276075,0
123044,0
118230,0
146272,3411
223648,4101
182687,0
104423,4386
231238,0
179973,0
210438,0
174242,15024
32896,0
189885,0
38819,0
304504,0
277455,0
170924,7298
238397,0
270075,0
174283,0
146429,0
157525,0
371827,0
235109,0
252406,0
163352,0
95551,0
313573,0
151210,0
138269,0
64980,0
101825,0
165001,25236
203836,3464
117906,0
308242,0
548510,0
548256,7688
126233,0
19302,7688
545483,0
263128,0
204033,0
202467,0
411007,15831
119471,0
57216,0
211920,0
85043,0
218956,0
195919,0
197613,0
168283,0
116677,0
205175,0
77634,0
301024,0
238287,0
199512,0
330901,0
202673,0
217902,0
178487,0
191295,0
353195,0
286310,0
204018,0
309055,0
90624,0
168625,4101
255476,0
239439,0
121070,0
433705,0
109413,0
36984,0
155775,0
37359,99999
187686,0
139098,5013
144593,0
317320,0
167319,0
258406,0
199116,0
176663,0
119287,15024
281074,0
199915,0
280282,0
134756,0
282631,0
183892,8614
204928,0
301802,0
217886,0
186792,0
210926,0
40767,0
74784,0
230095,0
348588,0
191446,99999
216921,0
139176,0
209292,0
141350,0
274276,0
196234,0
189238,0
308924,0
105817,0
289147,0
289669,0
255279,0
396758,0
177599,0
119565,0
340110,0
156843,0
155232,0
235168,0
200235,0
246011,0
295763,0
178596,0
198069,0
112956,0
91819,0
208068,0
367020,0
314347,0
184901,0
71438,0
165492,0
248186,0
90270,0
195994,0
117570,0
308205,0
246291,0
49092,0
284095,0
290286,0
156423,0
496538,6360
229741,0
187746,0
120301,0
165827,7688
145290,0
170544,0
373718,0
58985,0
296326,0
327434,0
209384,0
265954,0
54042,2463
169662,0
227146,0
135102,0
246207,0
231287,0
200947,0
227359,0
381645,0
161016,0
215790,0
128392,0
173324,0
109638,0
247383,0
375827,0
292536,0
189749,0
55465,0
227551,0
344394,0
203180,0
48358,7688
143865,0
420779,0
253814,0
88050,0
192932,0
149775,0
303867,0
186338,0
193530,0
117496,7298
288437,4064
190554,0
186446,0
117012,0
108557,99999
110279,0
167615,0
156052,594
69757,0
181372,0
312197,0
89690,0
184693,0
216414,0
390657,0
128061,594
162358,0
56352,0
176296,0
242001,0
210802,0
63434,0
379819,10566
127827,0
43003,0
226546,0
88120,0
220748,0
192453,0
164530,0
149726,0
357750,0
83237,0
25045,2174
199419,0
102607,0
100453,0
132633,0
315476,0
119838,0
188957,0
260594,0
102359,7298
153044,0
118736,0
233882,0
70539,4386
210026,0
121318,0
181716,0
50171,0
454843,0
88642,0
96468,0
143068,2407
226985,0
241259,0
273243,0
157932,0
286675,0
114813,0
210452,0
149466,0
222989,0
291968,0
289748,4650
212800,0
173647,0
115443,0
157165,0
59969,0
425785,0
366531,0
102684,0
41517,0
62124,0
257380,0
210029,0
57924,7688
193960,0
141727,3464
196125,0
194548,0
42900,15024
219189,0
42617,0
310152,3325
118523,0
146565,4865
145917,0
201375,0
197651,0
266624,6418
271567,0
170579,0
408788,0
302465,0
102726,0
282622,0
83748,0
388496,0
195820,0
163862,5178
163237,0
25240,0
308498,0
187356,0
94692,0
271714,0
494638,0
268482,0
94395,0
319149,0
21792,0
159770,0
204600,0
207505,0
238257,0
261230,0
125684,0
234721,0
325355,0
196674,0
119539,0
205474,0
185216,0
85399,0
52781,7688
59590,0
152900,0
88922,0
173649,0
167777,0
296537,0
71269,0
303817,0
113760,0
148143,0
200733,0
130834,0
228960,0
301835,0
165278,0
378707,0
86459,0
140957,0
450246,0
280618,0
376133,15024
164749,0
341353,0
96792,0
25803,0
190305,0
172220,2964
436341,0
30267,0
35723,0
299291,0
84136,0
243560,0
95909,0
90377,6767
